ZONA_CIUDAD,LATITUD_CENTROIDE,LONGITUD_CENTROIDE
63,4.5433931556158855,-74.1392766033544
64,4.6047893722635225,-74.12072532041398
65,4.670735263491245,-74.0705898494996
66,4.75407847376215,-74.10480817530714
67,4.640296529589226,-74.07428817296866
68,4.75989696911356,-74.06445228587424
69,4.727986286027024,-74.06599152403052
70,4.629378502197856,-74.0807668421073
71,4.634148687098413,-74.06612341362968
72,4.588119449556889,-74.1046094554586
73,4.762867125782141,-74.04346916816871
74,4.676342713238625,-74.06159992428967
75,4.613783254692714,-74.17339950362827
76,4.603915285900576,-74.07468826179779
77,4.641881727636607,-74.13329976341917
78,4.669965024195892,-74.1256957833895
79,4.625457972599521,-74.10241408488865
80,4.699145870341638,-74.06096433708751
81,4.522232503957898,-74.1193636066497
82,4.630385223509713,-74.1702124664028
83,4.6881134178257815,-74.05563373507898
84,4.744448292004164,-74.11108903784512
85,4.564374605324498,-74.14336441693543
86,4.737632550953163,-74.0273939491933
87,4.581169801919935,-74.09303463963116
88,4.680595104924328,-74.13587588513097
89,4.707559230287566,-74.10102136329886
90,4.7098889038803655,-74.03203323215199
91,4.50701032561141,-74.10217652395946
92,4.565506523528984,-74.10606285813168
93,4.650804242468803,-74.124486693737
94,4.631432935306663,-74.19829617705307
95,4.74628372027774,-74.04126296935091
96,4.69064327980752,-74.14518090536768
97,4.691403305633044,-74.10236571848266
98,4.475071075160663,-74.1231713609608
99,4.6545718124299045,-74.05161306040034
100,4.655297594458848,-74.10396829411303
101,4.616891198186353,-74.11949381559448
102,4.598093394187241,-74.09113681762544
103,4.62320587483822,-74.0708447382939
104,4.654959896680658,-74.05931969910938
105,4.753439546691403,-74.08501114440038
106,4.682460046228611,-74.15557490525758
107,4.615608077460879,-74.20382821231165
108,4.588709544985446,-74.16632840177549
109,4.654319426205165,-74.06961123033122
110,4.673712307469452,-74.10363848876655
111,4.618481728770372,-74.13758901632134
112,4.642304486630147,-74.16975728113572
113,4.693844772461183,-74.12805742497875
114,4.68851157759063,-74.08949818584908
115,4.650210569535087,-74.14399906879746
116,4.629776061332607,-74.13633684687636
117,4.621024742052706,-74.09339400937287
118,4.611266758812577,-74.14437079907151
119,4.617391151682125,-74.10830449446159
120,4.645052810531249,-74.09786369532993
121,4.780320753697019,-74.04188060577349
122,4.606264918368439,-74.18411115090798
123,4.724922645714631,-74.12388276102278
124,4.711744618971947,-74.13914204416093
125,4.668022695135648,-74.14294420736054
126,4.745110138831631,-74.06455948496028
127,4.629580542820049,-74.15215159762526
128,4.588431795806138,-74.13971347601424
129,4.7465994569216585,-74.09625648655664
130,4.622086595732318,-74.18604476352857
131,4.666283655648572,-74.05501270721874
132,4.609887636464293,-74.08834539978668
133,4.707778552321434,-74.11570662138924
134,4.494032360329168,-74.11067930033501
135,4.662565373543497,-74.07592749299027
136,4.614558451783472,-74.15731321405087
137,4.601786645739144,-74.10560839175184
138,4.688706333479901,-74.0658698937916
139,4.664346072946199,-74.09098784827783
140,4.568300181354854,-74.09569424486438
141,4.598309431404711,-74.13047576654048
142,4.555810497139779,-74.11607463782448
143,4.573616963952711,-74.12526136791448
144,4.723743980869646,-74.0735436167294
145,4.689956192372833,-74.03584569083797
146,4.727291689952663,-74.02771831459573
147,4.699587448355497,-74.0314710236226
148,4.55485402938679,-74.13909681393757
149,4.677576437016976,-74.04106573838438
